name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_discovery_date,temp_mass,planet_radius,orbital_radius,orbital_period,eccentricity
K2-32 c,517,12.1 Earths,12.31,2016,HD 20003,c,hd 20003 c,Radial Velocity,0,2,33.9239,0.0239,-0.0266,0,0.1964,0.0068,-0.0078,0,0.1,0.08,-0.07,0,,,,,0.0454,0.0046,-0.0044,0,Msini,,,,,,,,,0,0,0,0,03h07m37.92s,46.907997,-72d19m18.8s,-72.321892,43.8,1.25,-1.25,0,41.88,0.05,-0.05,0,8.39,,0,V (Johnson),8.192,,0,5494,27,-27,0,0.88,,,0,,,,,07-02-2019,La Silla Observatory
K2-32 d,517,10.3 Earths,12.31,2016
K2-32 e,517,1.01 Earths,12.31,2019,HD 200964,b,hd 200964 b,Radial Velocity,0,2,606.3,3.8,-3.8,0,1.565,0.083,-0.083,0,0.087,0.035,-0.035,0,,,,,1.599,0.067,-0.067,0,Msini,,,,,,,,,0,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,72.74,0.24,-0.24,0,72.74,0.24,-0.24,0,6.48,,0,V (Johnson),6.232,,0,4982,,,0,1.39,,,0,4.92,,,0,06-12-2018,Lick Observatory
K2-33 b,456,3.7 Jupiters,15.714,2016
K2-34 b,1149,1.698 Jupiters,11.548,2016,HD 200964,c,hd 200964 c,Radial Velocity,0,2,852.5,7.1,-7.1,0,1.96,0.1,-0.1,0,0.243,0.047,-0.047,0,,,,,1.214,0.072,-0.072,0,Msini,,,,,,,,,0,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,72.74,0.24,-0.24,0,72.74,0.24,-0.24,0,6.48,,0,V (Johnson),6.232,,0,4982,,,0,1.39,,,0,4.92,,,0,06-12-2018,Lick Observatory
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020,HD 202206,c,hd 202206 c,Radial Velocity,0,1,1260,11,-11,0,2.41,,,0,0.22,0.03,-0.03,0,7.7,1.1,-1.1,0,17.9,2.9,-1.8,0,Mass,,,,,,,,,0,0,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.03,0.14,-0.14,0,46.03,0.14,-0.14,0,8.08,,0,V (Johnson),7.911,,0,5760,12,-12,0,1.27,0.12,-0.12,0,1.03,0.02,-0.02,0,24-05-2018,La Silla Observatory
K2-325 b,365,5.48 Earths,16.137,2020
K2-326 b,928,5.82 Earths,15.342,2020,HD 202696,b,hd 202696 b,Radial Velocity,0,2,517.8,8.9,-3.9,0,1.566,0.016,-0.007,0,0.011,0.078,-0.011,0,90,,,0,1.996,0.22,-0.1,-1,Mass,,,,,,,,,0,0,0,0,21h16m53.95s,319.224792,+27d15m29.2s,27.258121,189.56,1.58,-1.58,0,189.56,1.58,-1.58,0,8.23,0.01,0,V (Johnson),7.959,,0,5040,71,-85,0,1.91,0.09,-0.14,0,6.43,0.41,-0.39,0,17-01-2019,W. M. Keck Observatory
K2-32 b,517,16.5 Earths,12.31,2016
K2-32 c,517,12.1 Earths,12.31,2016,HD 202696,c,hd 202696 c,Radial Velocity,0,2,946.6,20.7,-20.9,0,2.342,0.034,-0.035,0,0.028,0.065,-0.012,0,90,,,0,1.864,0.177,-0.227,-1,Mass,,,,,,,,,0,0,0,0,21h16m53.95s,319.224792,+27d15m29.2s,27.258121,189.56,1.58,-1.58,0,189.56,1.58,-1.58,0,8.23,0.01,0,V (Johnson),7.959,,0,5040,71,-85,0,1.91,0.09,-0.14,0,6.43,0.41,-0.39,0,17-01-2019,W. M. Keck Observatory
K2-32 d,517,10.3 Earths,12.31,2016
K2-32 e,517,1.01 Earths,12.31,2019,HD 202772 A,b,hd 202772 a b,Transit,0,1,3.308958,0.000083,-0.000083,0,0.05208,0.00064,-0.00068,0,0.038,0.042,-0.027,0,84.51,1.1,-0.82,0,1.017,0.07,-0.068,0,Mass,1.545,0.052,-0.06,0,0.343,0.043,-0.035,0,0,0,0,0,21h18m47.901s,319.699588,-26d36m58.95s,-26.616375,147.2,2.5,-2.4,0,162.19,2.43,-2.43,0,,,,,8.227,,0,6272,77,-71,0,1.72,0.06,-0.07,0,2.59,0.08,-0.09,0,31-01-2019,Transiting Exoplanet Survey Satellite (TESS)
K2-33 b,456,3.7 Jupiters,15.714,2016
K2-34 b,1149,1.698 Jupiters,11.548,2016,HD 203030,b,hd 203030 b,Imaging,0,1,,,,,487.1,1.8,-1.8,0,,,,,,,,,24.09,8.379,-11.521,0,Mass,,,,,,,,,0,0,0,1,21h18m58.22s,319.742584,+26d13m50.0s,26.230545,39.29,0.09,-0.09,0,39.29,0.09,-0.09,0,8.425,0.013,0,V (Johnson),8.247,,0,,,,,,,,,,,,,14-05-2014,Palomar Observatory
K2-3 b,147,6.48 Earths,12.17,2015
K2-3 c,147,2.14 Earths,12.17,2015,HD 203473,b,hd 203473 b,Radial Velocity,0,1,1552.9,3.4,-3.4,0,2.73,0.17,-0.17,0,0.289,0.01,-0.01,0,,,,,7.8,1.1,-1.1,0,Msini,,,,,,,,,0,0,0,0,21h22m18.87s,320.578644,+05d01m25.0s,5.023597,72.79,0.3,-0.3,0,72.79,0.3,-0.3,0,8.23,,0,V (Johnson),8.077,,0,5780,,,0,1.12,0.21,-0.21,0,1.33,0.1,-0.1,0,27-09-2018,W. M. Keck Observatory
K2-3 d,147,2.8 Earths,12.17,2015
K2-42 b,1309,5.27 Earths,15.023,2016,HD 2039,b,hd 2039 b,Radial Velocity,0,1,1120,23,-23,0,2.2,0.06,-0.06,0,0.71,0.05,-0.05,0,,,,,6.29,1.16,-1.16,0,Msini,,,,,,,,,0,0,0,0,00h24m20.28s,6.084491,-56d39m00.2s,-56.650047,85.9,0.2,-0.2,0,85.9,0.2,-0.2,0,9,,0,V (Johnson),8.86,,0,5945,36,-36,0,1.23,0.19,-0.19,0,1.19,0.03,-0.03,0,06-09-2018,Anglo-Australian Telescope
K2-43 b,599,18.5 Earths,15.596,2016
K2-43 c,599,6.44 Earths,15.596,2019,HD 204313,b,hd 204313 b,Radial Velocity,0,2,1920.09998,25,-25,0,3.07,0.06,-0.06,0,0.23,0.04,-0.04,0,,,,,3.46,0.21,-0.21,0,Msini,,,,,,,,,0,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.86,0.14,-0.14,0,47.86,0.14,-0.14,0,7.99,,0,V (Johnson),7.832,,0,5783,29,-29,0,1.03,0.04,-0.04,0,1.1,0.02,-0.02,0,06-09-2018,La Silla Observatory
K2-44 b,1576,7.85 Earths,12.189,2016
K2-45 b,1639,36.4 Earths,15.78,2016,HD 204313,c,hd 204313 c,Radial Velocity,0,2,34.905,0.012,-0.012,0,0.2099,0.0071,-0.0071,0,0.155,0.071,-0.071,0,,,,,0.0553,0.0053,-0.0053,0,Msini,,,,,,,,,0,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.86,0.14,-0.14,0,47.86,0.14,-0.14,0,7.99,,0,V (Johnson),7.832,,0,5783,29,-29,0,1.03,0.04,-0.04,0,1.1,0.02,-0.02,0,19-11-2015,La Silla Observatory
K2-46 b,1484,4.86 Earths,12.029,2016
K2-47 b,1153,4.23 Earths,14.085,2016,HD 204941,b,hd 204941 b,Radial Velocity,0,1,1733,74,-74,0,2.55,0.08,-0.08,0,0.37,0.08,-0.08,0,,,,,0.23,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,21h32m23.51s,323.097961,-20d57m26.7s,-20.957422,28.74,0.06,-0.06,0,28.74,0.06,-0.06,0,8.45,0,0,V (Johnson),8.191,,0,5026,29,-29,0,0.58,0.08,-0.08,0,0.78,0.01,-0.01,0,06-09-2018,La Silla Observatory
K2-48 b,1033,5.65 Earths,14.277,2016
K2-49 b,1511,4.38 Earths,15.668,2016,HD 205739,b,hd 205739 b,Radial Velocity,0,1,279.8,0.1,-0.1,0,0.896,0.019,-0.015,0,0.27,0.07,-0.07,0,,,,,1.37,0.07,-0.09,0,Msini,,,,,,,,,0,0,0,0,21h38m08.41s,324.535034,-31d44m14.9s,-31.737484,92.74,0.88,-0.88,0,92.74,0.88,-0.88,0,8.56,,0,V (Johnson),8.42,,0,6176,30,-30,0,1.22,0.08,-0.06,0,1.33,0.1,-0.1,0,25-09-2014,Las Campanas Observatory
K2-4 b,761,5.06 Earths,14.907,2015
K2-50 b,846,3.15 Earths,14.717,2016,HD 206255,b,hd 206255 b,Radial Velocity,0,1,96.045,0.317,-0.317,0,0.461,0.009,-0.009,0,0.23,0.11,-0.11,0,,,,,0.1076,0.02234,-0.02234,0,Msini,,,,,,,,,0,0,0,0,21h42m21.89s,325.591217,-50d05m37.0s,-50.093609,75.4,,,0,75.4,0.2,-0.2,0,7.618,0.01,0,V (Johnson),,,,5635,82,-99,0,1.42,0.08,-0.08,0,,,,,23-05-2019,Las Campanas Observatory
K2-52 b,3398,144 Jupiters,15.255,2016
K2-53 b,454,7.27 Earths,12.148,2016,HD 206610,b,hd 206610 b,Radial Velocity,0,1,673.2,3.3,-3.3,0,1.74,0.33,-0.33,0,0.1,0.042,-0.042,0,,,,,2.036,0.065,-0.065,0,Msini,,,,,,,,,0,0,0,0,21h43m24.90s,325.85376,-07d24m29.7s,-7.408253,147.78,1.96,-1.96,0,147.78,1.96,-1.96,0,8.34,,0,V (Johnson),8.065,,0,4842,,,0,1.55,,,0,6.12,,,0,06-12-2018,W. M. Keck Observatory
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016,HD 20781,b,hd 20781 b,Radial Velocity,0,4,5.3135,0.001,-0.001,0,0.0529,0.0024,-0.0027,0,0.1,0.11,-0.07,0,,,,,0.0061,0.0012,-0.0011,0,Msini,,,,,,,,,0,0,0,0,03h20m02.94s,50.01226,-28d47m01.8s,-28.783834,35.37,1.35,-1.35,0,36.01,0.05,-0.05,0,8.48,,0,V (Johnson),8.237,,0,5256,29,-29,0,0.7,,,0,,,,,07-02-2019,La Silla Observatory
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016,HD 20781,c,hd 20781 c,Radial Velocity,0,4,13.8905,0.0033,-0.0034,0,0.1004,0.0046,-0.0051,0,0.09,0.09,-0.06,0,,,,,0.0168,0.0022,-0.0021,0,Msini,,,,,,,,,0,0,0,0,03h20m02.94s,50.01226,-28d47m01.8s,-28.783834,35.37,1.35,-1.35,0,36.01,0.05,-0.05,0,8.48,,0,V (Johnson),8.237,,0,5256,29,-29,0,0.7,,,0,,,,,07-02-2019,La Silla Observatory
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016,HD 20781,d,hd 20781 d,Radial Velocity,0,4,29.158,0.0102,-0.01,0,0.1647,0.0076,-0.0083,0,0.11,0.05,-0.06,0,,,,,0.0334,0.0038,-0.0037,0,Msini,,,,,,,,,0,0,0,0,03h20m02.94s,50.01226,-28d47m01.8s,-28.783834,35.37,1.35,-1.35,0,36.01,0.05,-0.05,0,8.48,,0,V (Johnson),8.237,,0,5256,29,-29,0,0.7,,,0,,,,,07-02-2019,La Silla Observatory
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016,HD 20781,e,hd 20781 e,Radial Velocity,0,4,85.5073,0.0983,-0.0947,0,0.3374,0.0155,-0.017,0,0.06,0.06,-0.04,0,,,,,0.0442,0.0049,-0.0049,0,Msini,,,,,,,,,0,0,0,0,03h20m02.94s,50.01226,-28d47m01.8s,-28.783834,35.37,1.35,-1.35,0,36.01,0.05,-0.05,0,8.48,,0,V (Johnson),8.237,,0,5256,29,-29,0,0.7,,,0,,,,,07-02-2019,La Silla Observatory
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015,HD 20782,b,hd 20782 b,Radial Velocity,0,1,597.0643,0.0256,-0.0256,0,1.3649,0.0466,-0.0495,0,0.95,0.001,-0.001,0,,,,,1.4878,0.1045,-0.1066,0,Msini,,,,,,,,,0,0,0,0,03h20m03.58s,50.014908,-28d51m14.7s,-28.854071,36.02,0.04,-0.04,0,36.02,0.04,-0.04,0,7.4,,0,V (Johnson),7.193,,0,5790,15,-15,0,1.07,0.07,-0.07,0,1.11,0.01,-0.01,0,07-02-2019,Anglo-Australian Telescope
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016,HD 207832,b,hd 207832 b,Radial Velocity,0,2,160.07,0.23,-0.23,0,0.586,0.032,-0.032,0,0.197,0.053,-0.053,0,,,,,0.56,0.091,-0.091,0,Msini,,,,,,,,,0,0,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.02656,59.03,0.15,-0.15,0,59.03,0.15,-0.15,0,8.78,,0,V (Johnson),8.612,,0,5726,,,0,1.05,0.17,-0.17,0,0.89,0.05,-0.05,0,27-09-2018,W. M. Keck Observatory
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016,HD 207832,c,hd 207832 c,Radial Velocity,0,2,1155.7,71.9,-37,0,2.112,0.087,-0.045,0,0.27,0.22,-0.1,0,,,,,0.73,0.18,-0.05,0,Msini,,,,,,,,,0,0,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.02656,59.03,0.15,-0.15,0,59.03,0.15,-0.15,0,8.78,,0,V (Johnson),8.612,,0,5726,,,0,1.05,0.17,-0.17,0,0.89,0.05,-0.05,0,10-09-2015,W. M. Keck Observatory
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016,HD 20794,b,hd 20794 b,Radial Velocity,0,4,18.315,0.008,-0.008,0,0.1207,0.002,-0.002,0,0,,,0,90,,,0,0.0085,0.0009,-0.0009,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6,0.01,-0.01,0,6,0.01,-0.01,0,4.27,,0,V (Johnson),3.981,,0,5401,17,-17,0,0.7,,,0,,,,,27-08-2015,La Silla Observatory
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016,HD 20794,c,hd 20794 c,Radial Velocity,0,4,40.114,0.053,-0.053,0,0.2036,0.0034,-0.0034,0,0,,,0,90,,,0,0.0076,0.0013,-0.0013,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6,0.01,-0.01,0,6,0.01,-0.01,0,4.27,,0,V (Johnson),3.981,,0,5401,17,-17,0,0.7,,,0,,,,,27-08-2015,La Silla Observatory
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016,HD 20794,d,hd 20794 d,Radial Velocity,0,4,90.309,0.184,-0.184,0,0.3499,0.0059,-0.0059,0,0,,,0,90,,,0,0.015,0.002,-0.002,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6,0.01,-0.01,0,6,0.01,-0.01,0,4.27,,0,V (Johnson),3.981,,0,5401,17,-17,0,0.7,,,0,,,,,27-08-2015,La Silla Observatory
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015,HD 20794,e,hd 20794 e,Radial Velocity,0,4,147.02,1.43,-0.91,0,0.509,0.006,-0.006,0,0.29,0.14,-0.18,0,,,,,0.01501,0.00302,-0.00271,0,Msini,,,,,,,,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6,0.01,-0.01,0,6,0.01,-0.01,0,4.27,,0,V (Johnson),3.981,,0,5401,17,-17,0,0.7,,,0,,,,,08-06-2017,La Silla Observatory
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016,HD 208487,b,hd 208487 b,Radial Velocity,0,1,130.08,0.51,-0.51,0,0.524,0.03,-0.03,0,0.24,0.16,-0.16,0,,,,,0.52,0.082,-0.082,0,Msini,,,,,,,,,0,0,0,0,21h57m19.85s,329.332703,-37d45m49.0s,-37.763622,44,2,-2,0,45.21,0.16,-0.16,0,7.471,0.012,0,V (Johnson),7.332,,0,6067,,,0,1.13,,,0,,,,,05-11-2014,Anglo-Australian Telescope
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016,HD 208527,b,hd 208527 b,Radial Velocity,0,1,875.5,5.8,-5.8,0,2.1,0.2,-0.2,0,0.08,0.04,-0.04,0,,,,,9.9,1.7,-1.7,0,Msini,,,,,,,,,0,0,0,0,21h56m23.99s,329.099945,+21d14m23.5s,21.239859,314.48,11.06,-11.06,0,314.48,11.06,-11.06,0,6.4,,0,V (Johnson),5.597,,0,4035,65,-65,0,1.6,0.4,-0.4,0,51.1,8.3,-8.3,0,14-05-2014,Bohyunsan Optical Astronomical Observatory
K2-72 d,217,1.01 Earths,15.309,2016
K2-72 e,217,2.21 Earths,15.309,2016,HD 20868,b,hd 20868 b,Radial Velocity,0,1,380.85001,0.09,-0.09,0,0.95,0.02,-0.02,0,0.75,0,0,0,,,,,1.25,0.59,-0.59,0,Msini,,,,,,,,,0,0,0,0,03h20m42.69s,50.177895,-33d43m48.4s,-33.730103,47.79,0.07,-0.07,0,47.79,0.07,-0.07,0,9.92,,0,V (Johnson),9.613,,0,4802,146,-146,0,0.39,0.27,-0.27,0,0.76,0.05,-0.05,0,06-09-2018,La Silla Observatory
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016,HD 208897,b,hd 208897 b,Radial Velocity,0,1,352.7,1.7,-1.7,0,1.05,0.03,-0.03,0,0.07,0.06,-0.06,0,,,,,1.4,0.08,-0.08,0,Msini,,,,,,,,,0,0,0,0,21h58m59.69s,329.748718,+19d01m13.1s,19.020302,64.68,2.26,-2.26,0,67.62,0.22,-0.22,0,6.51,,0,V (Johnson),6.232,,0,4860,100,-100,0,1.25,0.11,-0.11,0,4.98,0.2,-0.2,0,28-09-2017,Multiple Observatories
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016,HD 209458,b,hd 209458 b,Radial Velocity,0,1,3.52474859,0.00000038,-0.00000038,0,,,,,0,,,0,86.71,0.05,-0.05,0,0.73,0.04,-0.04,0,Mass,1.39,0.02,-0.02,0,,,,,0,0,0,3,22h03m10.77s,330.794891,+18d53m03.5s,18.884319,48.37,0.12,-0.12,0,48.37,0.12,-0.12,0,7.632,0.012,0,V (Johnson),7.509,,0,6091,10,-10,0,1.23,0.09,-0.09,0,1.19,0.02,-0.02,0,06-12-2018,W. M. Keck Observatory
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016,HD 210193,b,hd 210193 b,Radial Velocity,0,1,649.918,8.599,-8.599,0,1.487,0.031,-0.031,0,0.24,0.09,-0.09,0,,,,,0.4817,0.07331,-0.07331,0,Msini,,,,,,,,,0,0,0,0,22h09m34.61s,332.394226,-41d13m29.6s,-41.224892,42.25,,,0,42.25,0.08,-0.08,0,7.823,0.012,0,V (Johnson),,,,5790,38,-50,0,1.04,0.06,-0.06,0,,,,,23-05-2019,Las Campanas Observatory
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016,HD 210277,b,hd 210277 b,Radial Velocity,0,1,442.19,0.5,-0.5,0,1.13,0.02,-0.02,0,0.48,0.02,-0.02,0,,,,,1.29,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,22h09m29.87s,332.374451,-07d32m55.2s,-7.548654,21.31,0.02,-0.02,0,21.31,0.02,-0.02,0,6.53,,0,V (Johnson),6.343,,0,5538,14,-14,0,1.01,0.05,-0.05,0,1.07,0.01,-0.01,0,06-09-2018,W. M. Keck Observatory
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018,HD 210702,b,hd 210702 b,Radial Velocity,0,1,354.1,0.7,-0.7,0,1.148,0.057,-0.057,0,0.028,0.034,-0.034,0,,,,,1.808,0.097,-0.097,0,Msini,,,,,,,,,0,0,0,0,22h11m51.33s,332.963867,+16d02m26.0s,16.04055,54.28,0.23,-0.23,0,54.28,0.23,-0.23,0,5.93,,0,V (Johnson),5.664,,0,4951,,,0,1.61,,,0,4.92,,,0,06-12-2018,Lick Observatory
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016,HD 211810,b,hd 211810 b,Radial Velocity,0,1,1558,22,-22,0,2.656,0.043,-0.043,0,0.68,0.14,-0.14,0,,,,,0.67,0.44,-0.44,0,Msini,,,,,,,,,0,0,0,0,22h18m06.54s,334.527252,+61d08m04.0s,61.134438,64.76,0.13,-0.13,0,64.76,0.13,-0.13,0,8.59,,0,V (Johnson),8.418,,0,5652,,,0,1.03,0.02,-0.02,0,1.13,1.13,-1.13,0,27-09-2018,W. M. Keck Observatory
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016,HD 211970,b,hd 211970 b,Radial Velocity,0,1,25.201,0.025,-0.025,0,0.143,0.003,-0.003,0,0.15,0.1,-0.1,0,,,,,0.0409,0.00787,-0.00787,0,Msini,,,,,,,,,0,0,0,0,22h22m16.21s,335.567535,-54d33m38.2s,-54.560619,13,,,0,13.13,0.01,-0.01,0,8.99,0.01,0,V (Johnson),,,,4127,149,-94,0,0.61,0.04,-0.04,0,,,,,23-05-2019,Las Campanas Observatory
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016,HD 212301,b,hd 212301 b,Radial Velocity,0,1,2.24571,0.00028,-0.00028,0,0.03,0,0,0,0,,,0,,,,,0.51,0.04,-0.04,0,Msini,,,,,,,,,0,0,0,0,22h27m30.92s,336.878845,-77d43m04.5s,-77.717926,54.32,0.09,-0.09,0,54.32,0.09,-0.09,0,7.764,0.011,0,V (Johnson),7.635,,0,6239,24,-24,0,1.55,0.16,-0.16,0,1.16,0.02,-0.02,0,06-09-2018,La Silla Observatory
K2-86 b,850,4.5 Earths,13.167,2016
K2-87 b,1643,0.141 Jupiters,14.134,2016,HD 212771,b,hd 212771 b,Radial Velocity,0,1,380.7,1.4,-1.4,0,1.19,0.13,-0.13,0,0.076,0.051,-0.051,0,,,,,2.39,0.27,-0.27,0,Msini,,,,,,,,,0,0,0,0,22h27m03.07s,336.762787,-17d15m49.2s,-17.263659,111.51,0.54,-0.54,0,111.51,0.54,-0.54,0,7.6,,0,V (Johnson),7.352,,0,5003,,,0,1.56,,,0,5.27,,,0,06-12-2018,W. M. Keck Observatory
K2-88 b,362,2.04 Earths,15.476,2016
K2-89 b,281,0.17 Earths,14.162,2016,HD 213240,b,hd 213240 b,Radial Velocity,0,1,882.70001,7.6,-7.6,0,1.89,0.03,-0.03,0,0.42,0.01,-0.01,0,,,,,5.58,0.31,-0.31,0,Msini,,,,,,,,,0,0,0,0,22h31m00.37s,337.751526,-49d25m59.8s,-49.43327,40.92,0.06,-0.06,0,40.92,0.06,-0.06,0,6.814,0.01,0,V (Johnson),6.658,,0,5979,19,-19,0,1.57,0.12,-0.12,0,1.51,0.02,-0.02,0,06-09-2018,La Silla Observatory
K2-8 b,1331,12.5 Earths,14.61,2015
K2-8 c,1331,6.39 Earths,14.61,2016,HD 213885,b,hd 213885 b,Transit,0,2,1.008035,0.000021,-0.00002,0,0.02012,0.00015,-0.00012,0,0,,,0,80.09,0.62,-0.5,0,0.02778,0.00208,-0.00205,0,Mass,0.156,0.005,-0.005,0,9.15,1.1,-1,0,0,0,0,0,22h35m56.32s,338.98465,-59d51m52.1s,-59.864468,47.97,0.14,-0.14,0,48.16,0.1,-0.1,0,7.996,0.002,0,V (Johnson),7.802,,0,5978,50,-50,0,1.07,0.02,-0.02,0,1.1,0.01,-0.01,0,05-12-2019,Transiting Exoplanet Survey Satellite (TESS)
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016,HD 213885,c,hd 213885 c,Radial Velocity,0,2,4.78503,0.00056,-0.00051,0,0.056798,0.00044,-0.00032,0,0,,,0,,,,,0.06277,0.00434,-0.00428,0,Msini,,,,,,,,,0,0,0,0,22h35m56.32s,338.98465,-59d51m52.1s,-59.864468,47.97,0.14,-0.14,0,48.16,0.1,-0.1,0,7.996,0.002,0,V (Johnson),7.802,,0,5978,50,-50,0,1.07,0.02,-0.02,0,1.1,0.01,-0.01,0,05-12-2019,Multiple Observatories
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016,HD 21411,b,hd 21411 b,Radial Velocity,0,1,84.288,0.127,-0.127,0,0.362,0.007,-0.007,0,0.4,0.15,-0.15,0,,,,,0.20734,0.08055,-0.08055,0,Msini,,,,,,,,,0,0,0,0,03h26m11.12s,51.546322,-30d37m04.1s,-30.617809,29.16,,,0,29.16,0.03,-0.03,0,7.885,,0,V (Johnson),,,,5605,247,-132,0,0.89,0.05,-0.05,0,,,,,23-05-2019,Las Campanas Observatory
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016,HD 214823,b,hd 214823 b,Radial Velocity,0,1,1854.4,1.1,-1.1,0,3.23,0.2,-0.2,0,0.1641,0.0026,-0.0026,0,,,,,20.3,2.6,-2.6,0,Msini,,,,,,,,,0,0,0,0,22h40m19.87s,340.082794,+31d47m15.3s,31.787594,101.66,0.49,-0.49,0,101.66,0.49,-0.49,0,8.06,,0,V (Johnson),7.916,,0,5933,,,0,1.31,0.24,-0.24,0,2.04,0.15,-0.15,0,27-09-2018,Haute-Provence Observatory
K2-99 b,1704,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.63,2015,HD 215152,b,hd 215152 b,Radial Velocity,0,4,5.75999,0.00157,-0.00175,0,0.057638,0.000739,-0.000759,0,0,,,0,,,,,0.00572,0.00158,-0.00198,0,Msini,,,,,,,,,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0,21.61,0.05,-0.05,0,8.11,0,0,V (Johnson),7.802,,0,4935,76,-76,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,22-02-2018,La Silla Observatory
Kappa Andromedae b,163,13.616 Jupiters,4.14,2012
Kappa Coronae Borealis b,98,2.17 Jupiters,4.79,2007,HD 215152,c,hd 215152 c,Radial Velocity,0,4,7.28243,0.00451,-0.00827,0,0.067393,0.00086,-0.000893,0,0,,,0,,,,,0.00541,0.00194,-0.00228,0,Msini,,,,,,,,,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0,21.61,0.05,-0.05,0,8.11,0,0,V (Johnson),7.802,,0,4935,76,-76,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,22-02-2018,La Silla Observatory
Kapteyn c,13,7 Earths,8.845,2014
KELT-10 b,597,0.679 Jupiters,10.854,2016,HD 215152,d,hd 215152 d,Radial Velocity,0,4,10.86499,0.00564,-0.00613,0,0.08799,0.00113,-0.00116,0,0,,,0,,,,,0.00881,0.00255,-0.0029,0,Msini,,,,,,,,,0,0,0,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,21.61,0.05,-0.05,0,21.61,0.05,-0.05,0,8.11,0,0,V (Johnson),7.802,,0,4935,76,-76,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,22-02-2018,La Silla Observatory
KELT-11 b,324,0.171 Jupiters,8.04,2017
